,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
9890,or,m,college,43.11,0.0,67.0,1.0,personal auto,four-door car,482.4
9891,nv,f,bachelor,43.76,63774.0,111.0,0.0,personal auto,four-door car,60.04
9892,or,m,high school or below,105.07,61650.0,88.0,0.0,personal auto,four-door car,117.47
9893,or,m,college,86.67,31354.0,109.0,0.0,personal auto,suv,527.76
9894,ca,f,doctor,59.39,44190.0,74.0,0.0,corporate auto,four-door car,10.69
9895,nv,f,bachelor,152.77,38183.0,191.0,0.0,personal auto,luxury car,981.01
9896,or,m,master,25.51,79751.0,63.0,0.0,special auto,two-door car,392.24
9897,ca,m,high school or below,41.91,0.0,64.0,1.0,personal auto,two-door car,535.95
9898,az,m,college,81.61,12266.0,114.0,1.0,personal auto,suv,732.05
9899,ca,m,master,27.85,61807.0,70.0,0.0,personal auto,four-door car,104.21
9900,az,f,high school or below,100.83,11828.0,90.0,0.0,personal auto,four-door car,571.48
9901,ca,m,bachelor,193.64,49945.0,70.0,0.0,personal auto,four-door car,50.4
9902,nv,f,bachelor,71.54,28204.0,182.0,0.0,personal auto,luxury car,532.09
9903,az,m,high school or below,87.79,54726.0,219.0,0.0,corporate auto,luxury car,1051.2
9904,or,f,master,27.31,43386.0,68.0,0.0,personal auto,two-door car,315.35
9905,az,m,high school or below,74.29,0.0,101.0,0.0,personal auto,four-door car,549.69
9906,nv,m,college,26.17,72302.0,66.0,0.0,personal auto,two-door car,316.8
9907,az,m,bachelor,80.45,71391.0,67.0,0.0,corporate auto,four-door car,284.0
9908,az,m,bachelor,25.34,21606.0,71.0,3.0,personal auto,four-door car,340.8
9909,ca,f,bachelor,100.14,74489.0,124.0,0.0,special auto,suv,128.54
9910,wa,m,high school or below,47.45,50549.0,61.0,0.0,personal auto,four-door car,292.8
9911,az,f,bachelor,140.41,0.0,195.0,1.0,personal auto,luxury suv,669.04
9912,ca,f,bachelor,146.35,0.0,139.0,0.0,corporate auto,suv,667.2
9913,ca,m,college,38.85,0.0,105.0,0.0,personal auto,four-door car,504.0
9914,ca,f,bachelor,51.07,35625.0,65.0,1.0,personal auto,four-door car,288.57
9915,wa,f,high school or below,93.85,25370.0,116.0,0.0,special auto,suv,556.8
9916,az,m,college,50.08,51523.0,62.0,0.0,personal auto,four-door car,297.6
9917,az,m,bachelor,494.24,85058.0,137.0,0.0,personal auto,suv,595.37
9918,ca,m,bachelor,85.59,0.0,125.0,0.0,personal auto,suv,615.56
9919,ca,f,high school or below,48.93,27005.0,61.0,0.0,corporate auto,four-door car,311.84
9920,az,f,college,53.66,62808.0,66.0,0.0,special auto,two-door car,211.52
9921,ca,f,high school or below,51.64,88692.0,64.0,0.0,personal auto,four-door car,253.19
9922,or,m,high school or below,380.55,0.0,115.0,0.0,special auto,suv,552.0
9923,or,f,master,74.03,19064.0,98.0,1.0,personal auto,four-door car,136.25
9924,or,m,high school or below,60.52,0.0,88.0,0.0,personal auto,two-door car,633.6
9925,or,m,bachelor,72.29,60345.0,93.0,0.0,personal auto,two-door car,36.11
9926,or,f,bachelor,33.01,59592.0,84.0,0.0,personal auto,four-door car,161.23
9927,ca,f,college,55.05,15648.0,73.0,1.0,special auto,two-door car,413.27
9928,ca,f,bachelor,43.34,23904.0,123.0,3.0,corporate auto,suv,590.4
9929,or,f,college,43.49,90893.0,110.0,0.0,personal auto,suv,700.0
9930,az,m,high school or below,48.82,0.0,66.0,0.0,personal auto,four-door car,475.2
9931,or,f,college,101.15,74001.0,84.0,0.0,corporate auto,four-door car,224.27
9932,or,m,college,52.6,28447.0,67.0,0.0,personal auto,four-door car,321.6
9933,ca,m,college,40.14,56586.0,100.0,0.0,personal auto,sports car,121.93
9934,or,m,bachelor,62.85,0.0,172.0,0.0,personal auto,suv,825.6
9935,or,m,doctor,45.19,19186.0,62.0,0.0,personal auto,four-door car,297.6
9936,az,f,high school or below,177.38,65348.0,110.0,0.0,corporate auto,sports car,134.12
9937,ca,f,doctor,62.65,0.0,84.0,1.0,personal auto,four-door car,481.03
9938,or,f,master,121.69,0.0,109.0,0.0,special auto,sports car,30.99
9939,ca,m,college,36.18,0.0,99.0,0.0,special auto,four-door car,475.2
9940,or,f,high school or below,64.75,0.0,91.0,0.0,personal auto,four-door car,436.8
9941,ca,f,college,55.75,18892.0,73.0,0.0,personal auto,four-door car,106.81
9942,or,m,high school or below,321.45,19066.0,103.0,0.0,personal auto,two-door car,494.4
9943,or,m,bachelor,82.23,95102.0,101.0,0.0,corporate auto,four-door car,94.34
9944,az,f,college,74.63,70263.0,93.0,0.0,corporate auto,two-door car,7.35
9945,ca,f,master,90.31,0.0,122.0,0.0,corporate auto,sports car,650.52
9946,nv,f,high school or below,70.29,18120.0,63.0,4.0,personal auto,two-door car,302.4
9947,nv,f,bachelor,74.07,38169.0,62.0,0.0,corporate auto,four-door car,71.68
9948,or,m,college,75.82,64801.0,64.0,0.0,personal auto,four-door car,268.47
9949,az,f,college,107.19,86036.0,90.0,3.0,personal auto,four-door car,501.27
9950,wa,f,college,37.21,0.0,101.0,0.0,personal auto,suv,862.5
9951,az,m,doctor,35.28,31278.0,92.0,4.0,personal auto,two-door car,441.6
9952,az,f,high school or below,170.85,20053.0,62.0,1.0,personal auto,four-door car,9.83
9953,ca,f,college,119.55,71587.0,99.0,0.0,personal auto,two-door car,133.1
9954,ca,m,high school or below,63.66,44368.0,80.0,0.0,personal auto,two-door car,384.0
9955,or,f,high school or below,46.69,76157.0,116.0,0.0,personal auto,two-door car,556.8
9956,nv,f,high school or below,91.01,59183.0,113.0,0.0,personal auto,suv,542.4
9957,ca,m,master,146.63,91015.0,73.0,1.0,personal auto,two-door car,119.06
9958,ca,m,college,75.3,52774.0,66.0,4.0,corporate auto,two-door car,78.45
9959,or,m,college,26.48,37876.0,69.0,0.0,personal auto,four-door car,300.06
9960,ca,f,bachelor,80.72,57938.0,101.0,0.0,special auto,suv,282.46
9961,or,f,high school or below,76.45,26526.0,99.0,0.0,personal auto,four-door car,523.7
9962,ca,m,bachelor,24.85,76608.0,62.0,0.0,personal auto,four-door car,91.23
9963,az,m,college,131.44,0.0,194.0,0.0,personal auto,luxury suv,931.2
9964,or,f,high school or below,31.29,48056.0,78.0,0.0,corporate auto,four-door car,374.4
9965,ca,m,bachelor,83.5,45428.0,109.0,1.0,corporate auto,suv,487.27
9966,az,f,bachelor,32.42,89196.0,81.0,0.0,personal auto,four-door car,41.18
9967,ca,f,bachelor,69.25,88893.0,86.0,0.0,personal auto,four-door car,72.87
9968,or,m,bachelor,50.99,0.0,97.0,4.0,personal auto,two-door car,609.05
9969,az,f,bachelor,28.85,92722.0,72.0,1.0,corporate auto,two-door car,28.13
9970,nv,f,high school or below,59.8,57693.0,76.0,0.0,personal auto,four-door car,547.2
9971,az,f,bachelor,54.16,53249.0,67.0,0.0,personal auto,four-door car,343.34
9972,or,f,bachelor,23.45,26304.0,63.0,0.0,personal auto,four-door car,302.4
9973,ca,f,high school or below,125.57,0.0,70.0,0.0,personal auto,two-door car,504.0
9974,or,m,high school or below,28.39,71460.0,74.0,5.0,personal auto,four-door car,93.95
9975,az,f,high school or below,55.95,74454.0,71.0,0.0,corporate auto,four-door car,340.8
9976,ca,f,bachelor,39.8,96413.0,99.0,0.0,personal auto,four-door car,560.05
9977,or,f,high school or below,109.26,98542.0,90.0,0.0,personal auto,two-door car,432.0
9978,or,f,master,56.7,43416.0,70.0,0.0,personal auto,four-door car,336.0
9979,or,f,high school or below,51.68,81182.0,64.0,0.0,corporate auto,four-door car,307.2
9980,az,m,bachelor,27.6,79065.0,69.0,0.0,corporate auto,four-door car,290.89
9981,az,m,high school or below,103.83,11721.0,102.0,2.0,personal auto,suv,560.92
9982,ca,f,college,38.16,82414.0,95.0,0.0,personal auto,four-door car,30.42
9983,ca,m,high school or below,111.72,14533.0,63.0,0.0,personal auto,four-door car,302.4
9984,az,m,high school or below,24.57,0.0,73.0,0.0,personal auto,four-door car,525.6
9985,ca,f,bachelor,74.81,52513.0,65.0,3.0,personal auto,two-door car,91.24
9986,or,f,college,26.6,0.0,87.0,3.0,personal auto,four-door car,420.04
9987,or,f,master,46.27,79487.0,114.0,0.0,personal auto,suv,547.2
9988,or,m,high school or below,121.57,57449.0,103.0,0.0,personal auto,four-door car,494.4
9989,ca,f,college,47.93,20181.0,66.0,2.0,personal auto,four-door car,316.8
9990,az,m,bachelor,28.21,73339.0,71.0,0.0,corporate auto,four-door car,244.4
9991,az,f,college,174.42,80969.0,217.0,0.0,personal auto,luxury suv,1041.6
9992,or,f,bachelor,42.03,74057.0,105.0,1.0,personal auto,suv,632.24
9993,or,f,bachelor,78.51,32225.0,66.0,0.0,personal auto,four-door car,316.8
9994,az,f,high school or below,89.32,60909.0,112.0,0.0,personal auto,suv,412.11
9995,ca,m,high school or below,50.6,70999.0,63.0,0.0,corporate auto,four-door car,305.6
9996,or,f,college,111.96,75457.0,93.0,0.0,personal auto,four-door car,151.57
9997,or,m,high school or below,44.31,24059.0,112.0,0.0,personal auto,suv,537.6
9998,ca,m,college,103.3,56480.0,87.0,0.0,personal auto,four-door car,384.7
9999,or,f,college,99.19,37586.0,63.0,0.0,corporate auto,two-door car,153.49
10000,az,m,high school or below,58.76,97026.0,73.0,0.0,personal auto,two-door car,97.42
10001,wa,m,college,27.34,54010.0,69.0,0.0,personal auto,four-door car,331.2
10002,az,f,bachelor,36.94,87485.0,92.0,0.0,personal auto,four-door car,441.6
10003,wa,f,bachelor,95.22,74583.0,118.0,0.0,personal auto,suv,161.21
10004,or,m,college,43.78,0.0,64.0,0.0,personal auto,two-door car,460.8
10005,az,m,high school or below,64.32,21238.0,95.0,4.0,personal auto,four-door car,456.0
10006,nv,f,high school or below,67.23,0.0,93.0,0.0,personal auto,four-door car,669.6
10007,ca,f,high school or below,23.97,22283.0,65.0,0.0,personal auto,four-door car,572.07
10008,az,m,master,23.94,58237.0,63.0,3.0,personal auto,two-door car,273.69
10009,ca,f,bachelor,23.59,19864.0,63.0,0.0,personal auto,four-door car,352.39
10010,or,f,college,40.81,57283.0,106.0,1.0,personal auto,suv,337.96
10011,wa,m,master,270.0,0.0,104.0,0.0,personal auto,four-door car,622.89
10012,or,m,college,109.14,71656.0,137.0,0.0,special auto,suv,61.92
10013,nv,f,bachelor,34.46,0.0,94.0,0.0,corporate auto,four-door car,590.63
10014,ca,m,bachelor,66.25,41460.0,83.0,0.0,personal auto,four-door car,398.4
10015,wa,f,bachelor,200.67,85165.0,101.0,0.0,personal auto,four-door car,384.31
10016,nv,f,high school or below,38.72,0.0,111.0,0.0,personal auto,four-door car,799.2
10017,ca,f,bachelor,41.71,36723.0,106.0,1.0,personal auto,suv,580.09
10018,ca,m,high school or below,66.89,56980.0,84.0,0.0,personal auto,two-door car,599.0
10019,az,m,doctor,90.09,32260.0,113.0,0.0,personal auto,four-door car,601.12
10020,ca,m,bachelor,49.75,75644.0,65.0,3.0,personal auto,two-door car,467.8
10021,or,m,high school or below,25.06,92056.0,62.0,0.0,personal auto,four-door car,89.4
10022,ca,f,college,49.68,28524.0,62.0,0.0,personal auto,four-door car,297.6
10023,ca,m,college,19.18,0.0,61.0,2.0,personal auto,two-door car,439.2
10024,or,f,bachelor,31.46,28089.0,82.0,1.0,personal auto,two-door car,411.86
10025,ca,f,bachelor,59.63,87020.0,74.0,0.0,personal auto,four-door car,331.12
10026,ca,m,doctor,28.61,27907.0,74.0,1.0,personal auto,four-door car,406.44
10027,or,f,bachelor,28.57,91811.0,70.0,0.0,personal auto,four-door car,333.79
10028,ca,m,high school or below,76.3,0.0,111.0,0.0,special auto,suv,799.2
10029,or,m,college,57.16,69451.0,72.0,0.0,corporate auto,four-door car,230.24
10030,az,m,bachelor,51.14,92427.0,64.0,2.0,personal auto,four-door car,126.05
10031,az,f,doctor,50.7,0.0,69.0,0.0,personal auto,four-door car,331.2
10032,or,m,bachelor,120.37,44428.0,104.0,0.0,special auto,suv,499.2
10033,or,f,high school or below,86.8,55842.0,109.0,0.0,personal auto,suv,703.12
10034,or,m,college,49.11,52796.0,62.0,0.0,corporate auto,four-door car,297.6
10035,ca,m,master,174.3,41775.0,109.0,0.0,personal auto,sports car,104.67
10036,ca,f,bachelor,23.96,0.0,66.0,2.0,corporate auto,four-door car,433.16
10037,ca,f,high school or below,56.72,34974.0,71.0,0.0,special auto,four-door car,315.16
10038,wa,f,college,144.13,56457.0,73.0,0.0,personal auto,four-door car,138.46
10039,az,f,bachelor,52.18,39854.0,66.0,0.0,personal auto,two-door car,261.93
10040,ca,f,bachelor,23.63,27839.0,65.0,5.0,personal auto,two-door car,312.0
10041,ca,m,high school or below,46.56,88240.0,117.0,0.0,personal auto,suv,561.6
10042,or,f,high school or below,356.92,0.0,102.0,0.0,personal auto,suv,1123.21
10043,ca,m,college,102.49,52693.0,129.0,0.0,personal auto,suv,619.2
10044,or,f,bachelor,68.98,65337.0,173.0,1.0,personal auto,suv,830.4
10045,or,f,bachelor,50.1,64014.0,63.0,0.0,corporate auto,four-door car,295.87
10046,or,f,high school or below,42.5,0.0,61.0,1.0,personal auto,four-door car,292.8
10047,or,f,college,102.09,35482.0,129.0,0.0,corporate auto,suv,619.2
10048,az,f,high school or below,49.62,20951.0,65.0,0.0,personal auto,four-door car,312.0
10049,or,f,high school or below,44.77,0.0,62.0,0.0,personal auto,four-door car,297.6
10050,wa,f,high school or below,27.55,39393.0,70.0,1.0,special auto,four-door car,405.88
10051,or,m,college,82.72,62912.0,69.0,0.0,personal auto,two-door car,168.36
10052,ca,m,high school or below,59.27,33561.0,152.0,0.0,corporate auto,sports car,235.32
10053,wa,f,high school or below,85.48,53055.0,112.0,2.0,personal auto,suv,537.6
10054,az,m,high school or below,212.84,0.0,63.0,0.0,personal auto,two-door car,302.4
10055,or,f,high school or below,64.47,55037.0,80.0,1.0,corporate auto,four-door car,481.82
10056,or,f,high school or below,44.84,0.0,65.0,0.0,personal auto,four-door car,463.38
10057,or,f,high school or below,302.87,27587.0,103.0,1.0,corporate auto,sports car,241.14
10058,ca,f,high school or below,138.4,29658.0,119.0,0.0,personal auto,suv,571.2
10059,ca,f,college,53.92,63633.0,68.0,1.0,corporate auto,two-door car,374.02
10060,ca,m,college,38.47,23459.0,96.0,0.0,personal auto,four-door car,185.07
10061,nv,m,high school or below,63.69,34498.0,83.0,0.0,personal auto,two-door car,398.4
10062,az,f,college,53.17,28559.0,66.0,0.0,corporate auto,four-door car,427.24
10063,or,m,doctor,51.24,73740.0,64.0,0.0,personal auto,two-door car,229.27
10064,wa,m,high school or below,41.52,0.0,125.0,0.0,personal auto,suv,900.0
10065,ca,f,college,25.95,25925.0,72.0,3.0,corporate auto,two-door car,660.59
10066,nv,m,bachelor,57.63,31725.0,76.0,0.0,personal auto,two-door car,177.23
10067,wa,m,college,183.71,49659.0,234.0,0.0,personal auto,luxury car,1684.8
10068,ca,m,bachelor,219.23,81197.0,109.0,0.0,personal auto,sports car,94.73
10069,az,f,master,105.47,43922.0,88.0,0.0,personal auto,four-door car,108.7
10070,nv,f,bachelor,83.89,87123.0,69.0,0.0,corporate auto,four-door car,118.47
10071,or,f,bachelor,71.89,0.0,66.0,0.0,personal auto,four-door car,278.57
10072,or,f,master,32.39,68745.0,80.0,0.0,personal auto,four-door car,473.61
10073,ca,f,college,109.61,29815.0,95.0,0.0,personal auto,four-door car,76.18
10074,or,f,high school or below,26.61,53333.0,66.0,0.0,personal auto,two-door car,22.95
10075,or,f,college,20.04,0.0,66.0,4.0,personal auto,four-door car,316.8
10076,wa,m,high school or below,154.84,24661.0,196.0,0.0,personal auto,luxury suv,1961.16
10077,or,m,bachelor,89.41,95351.0,111.0,0.0,personal auto,sports car,406.48
10078,wa,f,bachelor,50.84,62088.0,64.0,2.0,corporate auto,two-door car,73.26
10079,nv,f,master,90.31,0.0,122.0,0.0,personal auto,sports car,650.52
10080,or,m,college,320.98,31503.0,105.0,3.0,personal auto,suv,504.0
10081,or,m,college,223.32,49078.0,97.0,0.0,corporate auto,four-door car,484.01
10082,nv,f,high school or below,85.6,28120.0,112.0,0.0,personal auto,suv,537.6
10083,ca,f,college,77.15,0.0,106.0,0.0,personal auto,sports car,763.2
10084,ca,m,bachelor,29.37,44369.0,77.0,3.0,personal auto,four-door car,362.28
10085,wa,m,high school or below,51.12,15131.0,67.0,0.0,personal auto,four-door car,321.6
10086,ca,f,bachelor,51.2,26890.0,65.0,0.0,personal auto,two-door car,312.0
10087,ca,m,doctor,24.95,45855.0,62.0,1.0,personal auto,four-door car,0.89
10088,or,m,bachelor,235.95,76358.0,66.0,0.0,corporate auto,four-door car,86.46
10089,ca,f,bachelor,56.56,45586.0,72.0,0.0,personal auto,four-door car,203.42
10090,nv,m,college,156.73,43267.0,78.0,0.0,special auto,four-door car,453.07
10091,or,m,high school or below,85.09,0.0,82.0,0.0,personal auto,four-door car,590.4
10092,or,m,master,64.18,46648.0,81.0,0.0,personal auto,four-door car,123.58
10093,or,f,high school or below,30.56,42406.0,77.0,0.0,corporate auto,four-door car,108.87
10094,ca,m,master,57.46,50798.0,72.0,0.0,personal auto,four-door car,64.98
10095,or,m,bachelor,235.95,76358.0,66.0,0.0,personal auto,four-door car,86.46
10096,or,m,college,60.06,13528.0,86.0,0.0,personal auto,four-door car,412.8
10097,or,m,bachelor,50.29,0.0,67.0,0.0,personal auto,four-door car,80.75
10098,ca,f,bachelor,34.1,85023.0,85.0,0.0,personal auto,four-door car,408.0
10099,or,f,high school or below,43.48,0.0,62.0,0.0,corporate auto,four-door car,675.66
10100,nv,f,high school or below,83.37,74460.0,69.0,0.0,corporate auto,two-door car,331.2
10101,nv,m,bachelor,23.47,22932.0,62.0,0.0,personal auto,four-door car,297.6
10102,az,f,college,49.91,54189.0,62.0,0.0,personal auto,two-door car,29.04
10103,ca,m,college,28.8,42247.0,74.0,0.0,personal auto,two-door car,355.2
10104,ca,m,high school or below,34.82,0.0,96.0,0.0,personal auto,four-door car,726.13
10105,ca,m,high school or below,82.16,0.0,117.0,0.0,personal auto,four-door car,983.13
10106,or,m,bachelor,31.55,36706.0,80.0,0.0,personal auto,four-door car,488.3
10107,az,m,college,52.92,67899.0,66.0,1.0,corporate auto,four-door car,316.8
10108,or,f,college,65.54,0.0,61.0,0.0,corporate auto,two-door car,365.82
10109,wa,f,college,76.18,41900.0,63.0,0.0,corporate auto,four-door car,170.5
10110,nv,m,bachelor,246.11,72786.0,76.0,0.0,personal auto,four-door car,363.85
10111,or,f,college,31.43,60108.0,78.0,0.0,personal auto,four-door car,507.06
10112,az,f,high school or below,320.21,31433.0,100.0,0.0,personal auto,suv,635.02
10113,wa,f,college,50.97,27940.0,65.0,1.0,personal auto,two-door car,27.67
10114,ca,f,high school or below,48.9,51246.0,122.0,0.0,personal auto,suv,817.69
10115,or,m,bachelor,51.13,56587.0,65.0,1.0,personal auto,four-door car,312.0
10116,az,f,high school or below,27.25,45025.0,69.0,1.0,personal auto,four-door car,452.27
10117,ca,f,high school or below,97.81,0.0,132.0,0.0,corporate auto,suv,950.4
10118,az,f,bachelor,150.43,22799.0,190.0,0.0,corporate auto,suv,912.0
10119,or,m,doctor,53.08,82601.0,66.0,0.0,personal auto,four-door car,186.39
10120,or,f,master,191.61,22705.0,239.0,0.0,personal auto,luxury suv,1294.7
10121,or,m,high school or below,33.25,0.0,92.0,0.0,personal auto,two-door car,441.6
10122,ca,f,college,37.92,41212.0,95.0,0.0,personal auto,four-door car,405.44
10123,az,f,high school or below,76.0,0.0,70.0,0.0,personal auto,four-door car,504.0
10124,ca,f,high school or below,69.5,21687.0,88.0,0.0,personal auto,four-door car,603.1
10125,ca,f,college,46.05,22571.0,63.0,0.0,personal auto,four-door car,302.4
10126,or,f,high school or below,58.64,72032.0,72.0,0.0,personal auto,four-door car,438.15
10127,wa,f,bachelor,153.74,42570.0,128.0,0.0,personal auto,suv,587.41
10128,az,m,college,32.31,62873.0,81.0,0.0,corporate auto,four-door car,207.75
10129,or,f,bachelor,92.95,21370.0,77.0,0.0,corporate auto,four-door car,105.18
10130,az,f,bachelor,25.05,66081.0,64.0,1.0,personal auto,four-door car,42.03
10131,or,f,master,70.82,93854.0,87.0,0.0,corporate auto,two-door car,417.6
10132,az,f,doctor,95.6,19429.0,122.0,0.0,special auto,suv,683.46
10133,ca,f,bachelor,67.56,46879.0,86.0,2.0,personal auto,four-door car,324.94
10134,or,m,bachelor,52.91,36791.0,68.0,0.0,personal auto,four-door car,326.4
10135,ca,m,high school or below,83.91,40211.0,106.0,2.0,personal auto,two-door car,710.74
10136,az,m,college,211.51,48642.0,77.0,0.0,personal auto,four-door car,92.31
10137,ca,m,college,92.64,69063.0,115.0,0.0,personal auto,two-door car,552.0
10138,az,f,doctor,28.54,87455.0,71.0,0.0,corporate auto,four-door car,329.24
10139,wa,m,high school or below,62.45,80101.0,79.0,0.0,personal auto,four-door car,442.92
10140,ca,m,high school or below,21.29,0.0,61.0,1.0,corporate auto,four-door car,292.8
