,region,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
9608,west region,m,bachelor,71.64,44527.0,94.0,2.0,personal auto,four-door car,286.96
9609,north west,m,bachelor,31.58,46655.0,82.0,0.0,personal auto,four-door car,336.89
9610,west region,m,bachelor,83.36,37823.32,67.0,2.0,personal auto,two-door car,445.27
9611,central,f,high school or below,58.09,26975.0,73.0,0.0,personal auto,two-door car,548.33
9612,north west,f,master,100.16,62900.0,62.0,0.0,personal auto,two-door car,83.9
9613,west region,f,bachelor,49.15,14232.0,64.0,0.0,personal auto,four-door car,307.2
9614,east,f,bachelor,27.51,34200.0,70.0,0.0,corporate auto,four-door car,167.3
9615,west region,f,bachelor,56.77,37823.32,77.0,0.0,personal auto,four-door car,369.6
9616,west region,m,college,23.93,22981.0,69.0,0.0,personal auto,four-door car,16.8
9617,north west,f,college,81.27,14616.0,107.0,0.0,personal auto,suv,513.6
9618,west region,f,master,27.75,37823.32,74.0,0.0,personal auto,four-door car,355.2
9619,north west,f,high school or below,43.01,88590.0,107.0,0.0,personal auto,two-door car,41.72
9620,east,f,high school or below,52.21,60445.0,65.0,0.0,personal auto,four-door car,279.45
9621,central,f,high school or below,123.84,40602.0,105.0,0.0,personal auto,sports car,459.9
9622,north west,f,college,76.81,66795.0,64.0,0.0,personal auto,four-door car,238.03
9625,central,f,master,46.25,28264.0,61.0,4.0,corporate auto,four-door car,167.89
9626,central,f,bachelor,277.9,33806.0,89.0,0.0,special auto,four-door car,395.73
9627,west region,m,high school or below,73.46,79980.0,91.0,0.0,personal auto,two-door car,629.82
9628,north west,f,high school or below,53.24,64706.0,135.0,0.0,corporate auto,suv,77.13
9629,central,f,college,44.26,29660.0,112.0,0.0,personal auto,suv,334.13
9630,north west,f,bachelor,68.52,26313.0,87.0,0.0,corporate auto,two-door car,417.6
9631,north west,m,bachelor,35.34,19861.0,93.0,0.0,corporate auto,four-door car,446.4
9633,north west,f,college,296.77,33992.0,194.0,1.0,personal auto,suv,931.2
9634,central,f,bachelor,242.39,37823.32,109.0,2.0,personal auto,suv,784.8
9635,west region,f,college,116.39,25370.0,102.0,0.0,personal auto,sports car,489.6
9636,central,m,college,135.59,98036.0,113.0,0.0,personal auto,suv,662.44
9637,west region,f,college,42.83,40864.0,109.0,1.0,personal auto,suv,166.94
9638,west region,f,bachelor,91.45,21150.0,116.0,0.0,personal auto,suv,833.42
9639,west region,f,college,74.34,49057.0,63.0,0.0,personal auto,two-door car,29.62
9640,west region,f,high school or below,61.59,97658.0,76.0,1.0,personal auto,four-door car,364.8
9641,west region,m,bachelor,38.83,37823.32,109.0,0.0,personal auto,suv,765.91
9642,north west,f,bachelor,106.23,25634.0,67.0,0.0,personal auto,four-door car,144.73
9643,west region,m,high school or below,52.57,56154.0,67.0,0.0,personal auto,two-door car,386.16
9644,central,m,bachelor,48.81,90892.0,61.0,0.0,personal auto,two-door car,102.32
9646,north west,m,doctor,53.34,72960.0,68.0,1.0,personal auto,four-door car,143.54
9647,west region,f,high school or below,49.65,37823.32,73.0,1.0,personal auto,two-door car,525.6
9648,north west,f,bachelor,54.7,54507.0,138.0,0.0,corporate auto,suv,702.99
9649,central,f,college,37.14,81190.0,92.0,0.0,corporate auto,two-door car,356.56
9650,north west,f,college,28.95,28204.0,73.0,0.0,personal auto,four-door car,486.99
9651,north west,m,high school or below,19.41,37823.32,66.0,3.0,personal auto,two-door car,475.2
9652,west region,f,master,26.47,26441.0,66.0,0.0,corporate auto,two-door car,210.64
9653,north west,f,bachelor,54.62,42650.0,69.0,0.0,personal auto,four-door car,35.57
9654,east,m,high school or below,26.62,29195.0,68.0,0.0,personal auto,two-door car,448.18
9655,central,f,high school or below,23.97,22283.0,65.0,0.0,special auto,four-door car,572.07
9656,central,m,college,45.68,15383.0,61.0,0.0,corporate auto,two-door car,292.8
9657,west region,m,bachelor,55.35,16101.0,74.0,0.0,personal auto,four-door car,437.61
9659,central,f,bachelor,106.57,72540.0,88.0,0.0,personal auto,two-door car,631.74
9660,east,f,bachelor,137.98,42780.0,181.0,2.0,personal auto,luxury suv,868.8
9661,east,f,bachelor,180.6,57882.0,115.0,0.0,corporate auto,suv,552.0
9662,central,f,college,26.9,60060.0,67.0,0.0,personal auto,four-door car,320.63
9663,west region,m,college,74.09,61160.0,96.0,0.0,corporate auto,two-door car,354.53
9664,north west,f,college,49.92,93416.0,62.0,0.0,personal auto,two-door car,246.25
9665,central,f,college,44.34,83220.0,110.0,0.0,personal auto,four-door car,528.0
9666,north west,m,high school or below,147.49,31226.0,93.0,0.0,personal auto,four-door car,446.4
9667,west region,f,high school or below,49.16,66982.0,121.0,0.0,corporate auto,suv,871.2
9668,north west,m,bachelor,124.96,37823.32,61.0,0.0,corporate auto,two-door car,292.8
9669,central,m,bachelor,128.78,37823.32,117.0,0.0,personal auto,four-door car,561.6
9670,east,m,doctor,67.76,27354.0,86.0,1.0,personal auto,two-door car,412.8
9671,east,m,doctor,75.41,61726.0,96.0,2.0,personal auto,two-door car,689.51
9672,central,m,college,59.9,66839.0,154.0,0.0,personal auto,sports car,739.2
9673,west region,m,college,91.71,60433.0,77.0,0.0,personal auto,four-door car,369.6
9674,west region,m,bachelor,215.29,11538.0,82.0,0.0,corporate auto,four-door car,393.6
9675,central,m,high school or below,26.76,67837.0,69.0,4.0,personal auto,four-door car,430.48
9676,west region,f,bachelor,92.46,40032.0,118.0,2.0,personal auto,suv,717.76
9677,east,m,master,48.61,41126.0,61.0,0.0,corporate auto,four-door car,199.28
9678,west region,m,college,24.71,65176.0,62.0,0.0,personal auto,four-door car,297.6
9679,north west,f,bachelor,27.61,34717.0,70.0,2.0,special auto,four-door car,336.0
9680,west region,m,college,42.7,37823.32,122.0,0.0,personal auto,suv,725.87
9681,central,f,high school or below,31.36,37823.32,89.0,0.0,personal auto,four-door car,640.8
9682,west region,m,master,77.55,37823.32,110.0,0.0,personal auto,four-door car,528.0
9683,east,f,bachelor,49.28,37823.32,67.0,0.0,personal auto,two-door car,132.44
9684,north west,m,bachelor,66.62,37823.32,95.0,0.0,personal auto,four-door car,456.0
9685,west region,m,high school or below,65.3,44379.0,83.0,1.0,special auto,four-door car,398.4
9686,north west,f,college,32.93,37823.32,94.0,0.0,corporate auto,four-door car,676.8
9687,central,m,high school or below,51.55,82730.0,127.0,0.0,corporate auto,suv,442.52
9688,east,f,high school or below,55.97,37995.0,139.0,0.0,personal auto,suv,667.2
9689,west region,f,bachelor,207.67,37823.32,73.0,2.0,personal auto,two-door car,350.4
9690,north west,f,doctor,54.23,85018.0,68.0,3.0,personal auto,four-door car,62.84
9691,north west,m,bachelor,55.53,37823.32,89.0,1.0,personal auto,two-door car,640.8
9692,west region,f,bachelor,55.04,37823.32,73.0,0.0,corporate auto,four-door car,350.4
9693,west region,m,high school or below,126.64,72109.0,105.0,0.0,personal auto,sports car,504.0
9694,central,m,bachelor,55.48,67798.0,69.0,0.0,personal auto,four-door car,331.2
9695,east,f,high school or below,43.9,37823.32,118.0,1.0,personal auto,suv,670.66
9696,north west,f,bachelor,26.05,37823.32,74.0,0.0,corporate auto,four-door car,532.8
9697,north west,m,college,29.19,80714.0,72.0,0.0,personal auto,four-door car,345.6
9698,west region,m,high school or below,24.88,38667.0,63.0,0.0,personal auto,four-door car,293.07
9699,north west,f,bachelor,90.83,34430.0,117.0,0.0,personal auto,four-door car,232.88
9700,north west,f,high school or below,55.58,83576.0,69.0,0.0,personal auto,two-door car,331.2
9701,central,f,bachelor,51.07,35625.0,65.0,1.0,personal auto,four-door car,288.57
9702,east,f,college,55.7,85718.0,139.0,1.0,personal auto,sports car,540.17
9703,west region,f,high school or below,55.95,74454.0,71.0,0.0,personal auto,four-door car,340.8
9704,central,m,college,112.44,66146.0,96.0,0.0,personal auto,two-door car,250.7
9705,north west,m,high school or below,61.14,37823.32,88.0,0.0,personal auto,four-door car,1034.8
9706,west region,f,bachelor,52.71,13215.0,74.0,1.0,corporate auto,four-door car,443.77
9707,north west,m,high school or below,27.47,62302.0,70.0,0.0,personal auto,four-door car,504.0
9708,central,f,high school or below,47.3,37823.32,124.0,0.0,corporate auto,sports car,630.86
9710,central,m,bachelor,31.06,22076.0,85.0,0.0,personal auto,four-door car,422.77
9711,central,m,bachelor,58.6,94527.0,73.0,0.0,personal auto,four-door car,41.46
9712,central,f,high school or below,90.36,34337.0,113.0,0.0,personal auto,four-door car,542.4
9713,central,f,master,72.57,29053.0,181.0,0.0,personal auto,sports car,404.95
9714,north west,f,high school or below,144.29,37823.32,68.0,0.0,personal auto,two-door car,326.4
9715,north west,f,college,27.88,62506.0,69.0,0.0,personal auto,two-door car,331.2
9716,west region,f,bachelor,48.45,37823.32,65.0,0.0,personal auto,two-door car,129.17
9717,central,m,bachelor,54.6,45404.0,70.0,2.0,corporate auto,two-door car,266.14
9718,west region,m,bachelor,265.12,28773.0,229.0,0.0,personal auto,luxury car,1099.2
9719,central,f,college,31.41,24019.0,79.0,0.0,personal auto,four-door car,47.23
9720,central,f,bachelor,25.45,37823.32,71.0,0.0,special auto,four-door car,340.8
9721,central,f,college,83.56,23666.0,104.0,0.0,personal auto,suv,499.2
9722,north west,m,bachelor,38.37,36794.0,99.0,0.0,personal auto,four-door car,712.8
9723,north west,f,bachelor,25.35,25163.0,67.0,0.0,corporate auto,two-door car,321.6
9724,central,m,doctor,57.62,66156.0,72.0,0.0,personal auto,four-door car,345.6
9725,west region,f,bachelor,159.37,37823.32,76.0,0.0,personal auto,four-door car,364.8
9726,central,m,high school or below,125.53,10147.0,67.0,0.0,personal auto,four-door car,459.28
9727,central,f,college,23.52,37823.32,64.0,0.0,corporate auto,four-door car,381.06
9728,north west,f,college,49.36,95765.0,61.0,0.0,personal auto,four-door car,352.09
9729,north west,f,college,53.56,60752.0,67.0,0.0,personal auto,four-door car,414.11
9730,north west,m,high school or below,37.4,37823.32,104.0,1.0,personal auto,suv,499.2
9731,west region,f,college,24.89,31058.0,67.0,5.0,personal auto,two-door car,309.42
9732,west region,m,high school or below,71.88,13542.0,94.0,0.0,personal auto,four-door car,451.2
9733,central,f,bachelor,350.22,25270.0,99.0,0.0,personal auto,two-door car,712.8
9734,central,f,bachelor,26.62,24152.0,72.0,2.0,personal auto,four-door car,345.6
9735,east,f,college,122.01,60282.0,102.0,0.0,corporate auto,suv,120.08
9736,west region,f,high school or below,290.07,40252.0,104.0,0.0,personal auto,sports car,499.2
9738,west region,m,high school or below,24.72,95697.0,61.0,0.0,corporate auto,two-door car,114.27
9739,west region,m,bachelor,26.89,89771.0,67.0,2.0,personal auto,two-door car,104.12
9740,west region,m,master,25.51,79751.0,63.0,0.0,personal auto,two-door car,392.24
9741,north west,f,high school or below,49.5,37823.32,69.0,0.0,corporate auto,four-door car,331.2
9742,west region,f,high school or below,61.44,45032.0,77.0,0.0,personal auto,four-door car,36.82
9743,central,m,master,88.37,62277.0,113.0,0.0,corporate auto,suv,249.8
9744,north west,f,bachelor,95.17,37823.32,87.0,0.0,personal auto,four-door car,417.6
9745,central,f,bachelor,28.8,40525.0,73.0,0.0,personal auto,four-door car,123.79
9746,north west,f,high school or below,28.05,26004.0,70.0,0.0,personal auto,four-door car,336.0
9747,west region,f,college,60.46,82399.0,77.0,3.0,personal auto,four-door car,31.67
9748,central,f,bachelor,52.46,28909.0,66.0,0.0,personal auto,two-door car,456.7
9749,west region,m,high school or below,47.73,15323.0,128.0,0.0,personal auto,suv,614.4
9750,east,f,college,38.68,79628.0,98.0,0.0,personal auto,four-door car,470.4
9751,north west,f,high school or below,33.83,37823.32,97.0,0.0,corporate auto,two-door car,698.4
9752,central,m,college,95.21,27769.0,121.0,0.0,special auto,suv,123.15
9753,west region,m,bachelor,76.15,16707.0,102.0,0.0,special auto,four-door car,1106.91
9754,central,f,college,113.08,37823.32,66.0,0.0,personal auto,four-door car,316.8
9755,west region,f,bachelor,33.51,94395.0,83.0,0.0,personal auto,four-door car,582.69
9756,west region,m,bachelor,26.83,84895.0,67.0,0.0,corporate auto,two-door car,321.6
9757,central,m,master,425.62,66661.0,119.0,0.0,personal auto,suv,571.2
9758,central,m,high school or below,20.87,37823.32,62.0,0.0,personal auto,two-door car,446.4
9759,central,f,high school or below,48.69,31447.0,121.0,0.0,personal auto,suv,580.8
9760,east,f,college,50.21,61987.0,125.0,0.0,personal auto,suv,723.3
9761,north west,f,college,36.72,42460.0,91.0,0.0,personal auto,two-door car,347.48
9762,north west,m,college,52.53,12811.0,150.0,2.0,corporate auto,suv,720.0
9763,north west,m,bachelor,120.37,44428.0,104.0,0.0,corporate auto,suv,499.2
9764,central,f,college,35.09,37823.32,97.0,0.0,personal auto,four-door car,698.4
9765,central,m,college,38.18,25221.0,103.0,5.0,special auto,four-door car,616.01
9766,north west,f,bachelor,25.7,44940.0,65.0,0.0,corporate auto,four-door car,284.49
9767,north west,f,college,28.46,39192.0,71.0,0.0,corporate auto,four-door car,352.79
9768,west region,m,high school or below,72.92,37823.32,68.0,0.0,personal auto,two-door car,415.99
9769,west region,f,college,105.81,42513.0,133.0,0.0,corporate auto,sports car,628.21
9770,north west,m,high school or below,231.44,59821.0,193.0,0.0,personal auto,luxury suv,1389.6
9771,west region,f,college,46.05,22571.0,63.0,0.0,corporate auto,four-door car,302.4
9772,east,f,bachelor,39.39,60021.0,99.0,0.0,corporate auto,four-door car,882.87
9773,west region,f,high school or below,81.04,58172.0,67.0,0.0,personal auto,four-door car,141.53
9774,north west,m,bachelor,41.65,58299.0,105.0,1.0,personal auto,four-door car,504.0
9775,north west,m,college,140.65,25275.0,61.0,0.0,corporate auto,four-door car,214.25
9776,north west,f,college,219.92,80807.0,109.0,0.0,personal auto,suv,132.14
9777,central,f,bachelor,75.91,52348.0,65.0,1.0,personal auto,two-door car,312.0
9778,east,f,bachelor,80.19,58843.0,68.0,0.0,corporate auto,two-door car,200.49
9779,central,f,master,35.55,58557.0,88.0,0.0,corporate auto,four-door car,55.51
9780,north west,f,bachelor,39.46,37823.32,105.0,0.0,personal auto,suv,933.21
9781,north west,m,college,29.16,86599.0,73.0,0.0,corporate auto,four-door car,350.4
9782,central,f,master,55.55,52984.0,69.0,0.0,personal auto,two-door car,167.67
9783,north west,f,master,53.29,37823.32,72.0,0.0,personal auto,four-door car,345.6
9784,north west,f,high school or below,55.03,37823.32,72.0,0.0,corporate auto,four-door car,345.6
9785,north west,f,bachelor,76.07,47778.0,96.0,0.0,personal auto,four-door car,173.81
9786,central,f,bachelor,277.9,33806.0,89.0,0.0,corporate auto,four-door car,395.73
9787,north west,m,high school or below,59.71,52018.0,78.0,3.0,personal auto,four-door car,374.4
9788,west region,f,bachelor,22.48,24910.0,63.0,1.0,corporate auto,four-door car,347.86
9789,central,m,college,107.46,39135.0,91.0,0.0,personal auto,four-door car,436.8
9790,north west,f,college,72.24,37823.32,97.0,0.0,personal auto,four-door car,465.6
9791,west region,m,high school or below,93.84,37823.32,133.0,0.0,personal auto,suv,957.6
9792,north west,m,high school or below,57.09,37823.32,78.0,0.0,personal auto,four-door car,410.41
9793,central,m,bachelor,49.84,28726.0,65.0,0.0,personal auto,four-door car,468.0
9794,north west,m,doctor,135.61,37823.32,122.0,0.0,special auto,sports car,585.6
9795,central,f,master,72.18,45356.0,90.0,0.0,personal auto,four-door car,462.04
9796,central,m,high school or below,51.6,87050.0,129.0,0.0,personal auto,suv,619.2
9797,central,m,bachelor,131.15,20705.0,171.0,1.0,personal auto,suv,237.26
9798,west region,f,master,298.75,52651.0,94.0,0.0,personal auto,two-door car,451.2
9799,north west,f,master,202.37,55270.0,63.0,0.0,personal auto,two-door car,302.4
9801,west region,m,college,395.61,60500.0,110.0,0.0,personal auto,sports car,770.48
9802,east,f,high school or below,81.86,43877.0,102.0,0.0,corporate auto,suv,414.71
9803,central,m,bachelor,47.68,37823.32,72.0,0.0,corporate auto,four-door car,345.6
9804,west region,m,bachelor,84.75,58488.0,73.0,2.0,personal auto,four-door car,350.4
9805,west region,f,bachelor,47.23,29193.0,61.0,3.0,corporate auto,four-door car,292.8
9806,central,f,college,104.85,61108.0,89.0,0.0,personal auto,four-door car,49.45
9807,north west,f,college,33.05,23931.0,95.0,0.0,personal auto,four-door car,456.0
9808,west region,m,college,50.02,37823.32,70.0,0.0,personal auto,four-door car,504.0
9809,west region,m,college,76.07,37823.32,104.0,0.0,personal auto,suv,638.41
9810,central,f,bachelor,28.03,34628.0,71.0,0.0,personal auto,four-door car,132.52
9811,west region,f,high school or below,74.55,74089.0,94.0,2.0,personal auto,four-door car,648.69
9812,west region,f,high school or below,217.67,37823.32,290.0,0.0,personal auto,luxury car,1550.6
9813,north west,f,college,73.17,30493.0,62.0,1.0,personal auto,two-door car,108.09
9814,north west,m,bachelor,74.44,89285.0,93.0,0.0,corporate auto,two-door car,243.55
9815,north west,f,high school or below,30.87,92147.0,77.0,2.0,personal auto,four-door car,278.48
9816,east,f,bachelor,67.28,39428.0,84.0,2.0,personal auto,two-door car,72.33
